audio_file,top10_neuron_indices
audio--1506078034-headset,"34,42,9,2,44,22,54,45,32,81"
audio--1506078034,"54,30,57,33,29,60,80,71,48,83"
audio--1506078041-headset,"10,72,19,15,88,30,71,45,27,77"
audio--1506078041,"27,48,13,58,29,22,81,88,33,14"
audio--1506078152-headset,"30,9,10,27,78,1,16,46,29,19"
audio--1506078152,"27,30,81,13,2,46,58,32,9,22"
audio--1506078245-headset,"42,71,34,32,19,78,33,1,70,60"
audio--1506078245,"9,71,88,29,77,10,13,81,2,32"
audio--1506078251-headset,"13,71,2,57,77,88,10,83,9,33"
audio--1506078251,"78,81,30,60,19,29,71,57,22,83"
audio--1506078275-headset,"80,88,34,64,33,29,16,83,47,32"
audio--1506078275,"42,46,57,1,81,34,72,16,27,71"
audio--1506078301-headset,"15,70,81,54,10,33,34,78,77,88"
audio--1506078301,"29,2,81,77,32,63,10,45,42,22"
audio--1506078326-headset,"22,83,57,14,10,72,30,1,32,34"
audio--1506078326,"9,71,34,19,77,81,72,64,10,42"
audio--1506078335-headset,"1,32,13,71,10,88,34,78,46,30"
audio--1506078335,"48,22,78,32,42,45,27,83,71,34"
audio--1506078372-headset,"30,57,78,29,81,88,22,71,1,63"
audio--1506078372,"10,83,48,71,15,33,22,45,27,64"
audio--1506078392-headset,"22,46,29,19,13,83,33,71,1,64"
audio--1506078392,"42,1,46,70,27,45,64,22,80,32"
audio--1506078480-headset,"33,78,30,42,83,16,29,19,81,68"
audio--1506078480,"30,72,71,1,32,19,2,15,29,27"
audio--1506078485-headset,"81,10,16,9,19,68,32,33,64,1"
audio--1506078485,"57,2,22,83,70,13,32,27,81,46"
audio--1506078491-headset,"13,9,77,60,32,81,42,48,30,64"
audio--1506078491,"77,81,19,34,33,2,10,57,88,46"
audio--1506078500-headset,"34,78,60,57,1,71,15,72,46,29"
audio--1506078500,"46,15,64,22,78,72,29,27,10,42"
audio--1506079231-headset,"34,27,9,32,71,15,57,22,30,46"
audio--1506079231,"2,1,29,88,9,42,83,64,57,46"
audio--1506079236-headset,"57,68,29,27,19,64,81,71,70,78"
audio--1506079236,"57,13,9,71,77,30,1,29,54,48"
audio--1506079241-headset,"9,88,2,13,83,1,33,22,27,80"
audio--1506079241,"46,42,22,88,71,48,16,57,77,33"
audio--1506079262-headset,"10,2,64,57,88,68,71,70,15,13"
audio--1506079262,"42,57,78,2,33,34,81,13,10,19"
audio--1506079265-headset,"77,29,34,22,57,46,30,4,42,88"
audio--1506079265,"13,46,47,10,2,42,77,1,9,72"
audio--1506079296-headset,"10,77,81,42,60,83,22,50,15,33"
audio--1506079296,"27,15,71,19,46,13,63,81,48,10"
audio--1506079312-headset,"9,88,71,57,70,1,32,19,48,30"
audio--1506079312,"27,88,83,2,71,72,22,13,48,29"
audio--1506079331-headset,"42,33,32,78,70,27,19,22,30,88"
audio--1506079331,"88,57,1,13,33,42,46,83,70,22"
audio--1506079343-headset,"72,77,13,30,1,22,64,10,19,46"
audio--1506079343,"27,13,29,2,83,48,88,10,77,19"
audio--1506079440-headset,"33,54,57,64,45,72,34,48,78,10"
audio--1506079440,"64,88,72,16,9,13,33,34,1,78"
audio--1506079454-headset,"27,83,16,29,34,30,15,70,10,63"
audio--1506079454,"81,34,22,71,57,83,45,77,15,30"
audio--1506079516-headset,"9,30,29,60,16,71,1,57,15,42"
audio--1506079516,"64,81,57,33,9,29,71,42,30,77"
audio--1506079542-headset,"64,13,77,30,33,48,27,88,78,46"
audio--1506079542,"81,88,32,22,80,27,29,13,78,48"
audio--1506079591-headset,"77,1,32,19,13,71,54,34,83,30"
audio--1506079591,"10,81,77,78,9,45,27,64,22,71"
audio--1506079613-headset,"78,42,34,27,58,19,63,30,10,1"
audio--1506079613,"33,77,19,64,46,57,80,70,9,29"
audio--1506079621-headset,"57,10,72,42,29,22,15,27,71,88"
audio--1506079621,"13,33,19,48,30,22,83,27,70,80"
audio--1506079725-headset,"1,22,71,80,33,2,4,46,48,57"
audio--1506079725,"71,57,22,33,60,9,72,27,47,34"
audio--1506079773-headset,"33,9,83,81,71,34,29,2,70,13"
audio--1506079773,"70,29,34,72,42,32,10,81,2,78"
audio--1506079778-headset,"81,88,34,2,9,48,30,15,22,78"
audio--1506079778,"64,29,45,78,33,42,30,83,72,46"
audio--1506079789-headset,"83,78,58,13,80,57,32,19,42,27"
audio--1506079789,"29,30,33,70,81,16,88,19,10,34"
audio--1506520414,"48,88,10,16,42,72,34,27,22,46"
audio--1506520419,"78,9,15,13,19,58,10,46,1,16"
audio--1506520439,"10,32,88,46,2,81,78,27,30,1"
audio--1506520458,"22,83,34,29,72,46,30,32,77,48"
audio--1506520473,"33,57,70,34,83,80,4,13,9,22"
audio--1506520486,"1,9,81,16,80,10,34,42,83,64"
audio--1506520491,"15,45,42,72,27,29,22,19,64,9"
audio--1506520524,"29,10,30,42,22,33,13,16,77,46"
audio--1506520584,"2,58,34,44,64,30,81,48,22,46"
audio--1506520652,"64,46,9,30,29,27,1,77,48,2"
audio--1506520664,"71,77,78,83,15,48,2,70,9,42"
audio--1506520685,"30,48,13,29,64,19,22,9,45,63"
audio--1506520690,"30,9,13,81,72,27,15,33,19,16"
audio--1506520711,"83,13,42,88,4,10,80,57,34,46"
audio--1506520727,"22,71,16,32,80,34,72,27,30,13"
audio--1506520736,"83,45,46,4,13,57,64,42,77,33"
audio--1506520742,"50,10,42,88,34,15,48,16,1,72"
audio--1506520933,"78,33,77,46,72,1,13,81,71,34"
audio--1506520939,"70,88,33,80,10,42,78,14,72,64"
audio--1506520943,"54,19,30,42,57,27,10,46,15,48"
audio--1506521004,"16,13,9,1,83,22,88,33,30,32"
audio--1506521072,"64,30,72,68,22,33,57,88,48,45"
audio--1506521110,"13,29,71,63,83,48,19,14,10,64"
audio--1506521159,"78,42,27,15,54,2,57,71,72,88"
audio--1506521190,"13,27,22,78,32,81,10,15,29,34"
audio--1506521206,"32,10,42,48,81,2,1,72,71,77"
audio--1506521214,"10,15,46,27,1,30,32,83,19,9"
audio--1506521220,"54,83,16,4,42,57,13,19,15,78"
audio--1506521330,"4,83,1,72,78,77,9,71,46,19"
audio--1506521381,"77,83,78,72,22,71,27,81,32,46"
audio--1506521445,"72,42,32,64,30,1,10,33,48,2"
audio--1506521556,"72,2,33,29,19,10,81,78,1,71"
audio--1506521565,"30,42,71,88,72,22,48,27,1,70"
audio--1506521587,"33,22,13,34,71,9,57,72,1,58"
audio--1506521598,"48,9,32,57,10,19,2,83,16,27"
audio--1506521669,"72,34,30,69,9,15,48,71,10,27"
audio--1506521679,"9,83,70,77,78,88,30,1,10,34"
audio--1506521718,"19,30,77,34,33,1,15,48,27,81"
audio--1506521761,"9,13,48,22,71,88,2,33,1,29"
audio--1506521773,"57,29,15,30,71,58,33,72,34,10"
audio--1506521779,"57,30,32,48,15,34,10,16,83,42"
audio--1506521798,"48,13,4,2,33,29,64,34,70,78"
audio--1506521833,"30,46,13,57,77,29,19,70,22,27"
audio--1506521854,"13,71,1,27,72,22,88,16,46,34"
audio--1506521863,"57,33,9,81,19,71,88,83,34,80"
audio--1506521896,"30,34,88,1,22,70,2,4,29,13"
audio--1506521911,"78,9,77,27,2,34,57,71,10,70"
audio--1506521949,"83,46,1,22,88,33,80,19,81,9"
audio--1506521975,"30,2,34,78,42,46,16,57,9,29"
audio--1506521982,"32,22,71,42,70,80,1,72,10,78"
audio--1506522021,"30,83,2,22,42,72,32,27,16,46"
audio--1506522036,"72,22,27,81,46,78,71,15,2,19"
audio--1506522075,"46,71,70,30,29,88,19,33,83,10"
audio--1506522130,"22,42,70,81,72,46,1,34,32,78"
audio--1506522164,"46,72,78,42,27,45,30,77,22,32"
audio--1506522174,"30,14,15,16,88,46,2,22,72,27"
audio--1506522180,"78,72,57,70,34,9,81,2,30,22"
audio-1434527256-headset,"22,32,70,63,19,30,80,15,13,60"
audio-1434527390-headset,"19,33,78,29,71,2,15,57,48,9"
audio-1434527460-headset,"71,32,30,33,2,27,64,46,29,81"
audio-1434527658-headset,"42,71,81,19,48,34,33,57,16,88"
audio-1434527677-headset,"42,2,19,34,71,29,33,63,88,81"
audio-1434527779-headset,"48,58,10,46,32,30,29,72,15,63"
audio-1434527907-headset,"63,34,27,9,46,88,80,33,42,81"
audio-1434528168-headset,"15,33,19,72,30,77,4,22,1,29"
audio-1434528205-headset,"13,46,10,29,88,19,33,71,15,80"
audio-1434528220-headset,"22,33,19,34,27,58,46,81,70,10"
audio-1434528271-headset,"1,71,27,15,57,29,42,46,88,10"
audio-1434528437-headset,"29,30,9,16,46,57,22,32,72,1"
audio-1434528443-headset,"9,57,42,88,33,22,48,34,81,70"
audio-1434528494-headset,"33,10,78,70,9,64,81,63,19,71"
audio-1434528534-headset,"71,42,46,33,78,19,48,2,30,4"
audio-1434528640-headset,"72,2,48,88,33,13,57,83,27,19"
audio-1434528649-headset,"30,33,9,13,77,2,81,29,57,78"
audio-1434528794-headset,"2,27,70,13,34,72,71,81,64,1"
audio-1434528846-headset,"78,57,10,71,42,33,63,88,2,27"
audio-1434528854-headset,"46,19,81,80,16,34,71,33,70,2"
audio-1434528857-headset,"48,16,2,13,22,10,9,42,1,71"
audio-1434528864-headset,"78,42,2,13,27,1,29,72,22,81"
audio-1434528868-headset,"71,30,58,15,29,42,9,1,81,72"
audio-1434528942-headset,"71,22,9,30,2,77,78,13,57,10"
audio-1434528961-headset,"32,42,29,70,83,30,19,80,1,46"
audio-1434528983-headset,"33,4,83,1,9,15,42,19,13,29"
audio-1434528997-headset,"15,33,29,1,34,78,88,27,30,45"
audio-1434529008-headset,"71,19,81,77,48,45,70,58,16,1"
audio-1434529041-headset,"57,42,19,27,81,29,88,63,13,16"
audio-1434529044-headset,"78,72,15,9,33,42,83,30,2,81"
audio-1434529054-headset,"33,77,46,13,71,80,19,70,72,42"
audio-1434529066-headset,"1,9,70,29,77,10,13,2,72,16"
audio-1434529088-headset,"72,27,32,30,33,42,46,83,78,81"
audio-1434529203-headset,"78,9,15,71,48,83,27,46,58,33"
audio-1434529222-headset,"83,48,16,33,71,30,64,15,32,34"
audio-1434529234-headset,"30,29,27,9,83,33,42,22,70,58"
audio-1434529254-headset,"27,15,57,4,78,88,22,30,77,48"
audio-1434529395-headset,"10,81,42,34,9,83,77,33,48,57"
audio-1434529408-headset,"64,47,78,29,1,9,13,48,33,2"
audio-1434529545-headset,"15,19,78,22,30,81,46,33,1,83"
audio-1434529654-headset,"30,1,88,19,29,22,60,70,80,10"
audio-1434529659-headset,"34,13,15,22,46,9,81,77,48,57"
audio-1434529664-headset,"42,15,64,33,27,81,83,30,10,1"
audio-1434529698-headset,"57,2,9,70,30,13,71,46,27,1"
audio-1434529711-headset,"88,2,77,19,15,30,83,22,48,33"
audio-1434529788-headset,"9,33,30,48,19,46,71,54,70,34"
audio-1434529801-headset,"78,48,27,45,15,4,10,88,83,30"
audio-1434529870-headset,"27,70,10,22,80,42,33,71,83,57"
audio-1434529993-headset,"83,19,27,1,72,15,33,57,10,30"
audio-1434530039-headset,"42,1,9,10,13,72,16,78,88,46"
audio-1434530058-headset,"15,71,81,29,72,64,14,10,45,33"
audio-1434530407-headset,"32,64,58,57,18,0,44,34,71,72"
audio-1434530424-headset,"1,48,63,70,9,58,46,47,77,72"
audio-1434530432-headset,"22,88,48,13,30,2,46,72,27,9"
audio-1434530442-headset,"72,78,42,29,1,81,46,70,2,19"
audio-1434530480-headset,"81,72,33,57,30,19,78,10,13,15"
audio-1434530527-headset,"27,2,13,30,15,19,46,64,48,42"
audio-1434530531-headset,"27,72,34,30,83,1,48,2,78,10"
audio-1434530608-headset,"64,88,33,58,42,30,71,57,46,10"
audio-1434530612-headset,"1,22,42,45,32,15,33,34,10,57"
audio-1434530630-headset,"10,72,46,42,29,22,48,71,80,57"
audio-1434530662-headset,"71,1,10,30,29,45,70,81,83,48"
audio-1434530829-headset,"29,48,70,15,22,33,30,32,88,71"
audio-1434531093-headset,"13,22,33,32,29,9,46,80,42,34"
audio-1434531150-headset,"70,13,46,19,9,4,71,30,14,48"
audio-1434531166-headset,"77,29,81,57,33,15,64,27,68,4"
audio-1434531274-headset,"80,14,33,72,34,71,27,45,83,46"
audio-1434531334-headset,"1,33,19,13,27,42,70,46,10,32"
audio-1434531424-headset,"71,9,46,13,15,57,30,33,81,27"
audio-1434531552-headset,"80,77,57,29,70,48,13,2,60,27"
audio-1434531688-headset,"1,13,72,77,88,19,2,32,34,27"
audio-1434531780-headset,"64,22,2,30,83,78,29,1,15,10"
audio-1434531831-headset,"27,88,71,19,13,32,34,42,29,83"
audio-1434531899-headset,"15,13,80,83,46,27,78,1,64,32"
audio-1434531947-headset,"9,15,83,27,1,33,13,71,42,10"
audio-1434531951-headset,"30,2,60,64,80,1,45,88,32,15"
audio-1434531986-headset,"15,34,64,22,10,16,42,70,72,19"
audio-1434532020-headset,"19,46,78,64,10,9,1,32,13,68"
audio-1434532097-headset,"9,42,46,33,13,48,71,4,19,10"
audio-1434532119-headset,"77,88,42,34,10,2,19,16,57,22"
audio-1434532127-headset,"1,71,57,78,88,34,70,46,33,2"
audio-1434532161-headset,"33,29,71,60,1,78,27,42,9,30"
audio-1434532196-headset,"2,29,30,48,9,33,72,80,13,27"
audio-1434532200-headset,"29,83,30,1,33,48,13,88,72,22"
audio-1434532223-headset,"13,83,46,19,27,1,42,81,32,22"
audio-1434532258-headset,"46,64,1,68,30,47,32,72,60,48"
audio-1434532264-headset,"4,19,29,10,27,22,45,9,60,57"
audio-1434532356-headset,"78,72,32,9,2,46,27,63,22,88"
audio-1434532364-headset,"81,2,27,19,1,48,70,80,57,32"
audio-1434532381-headset,"30,14,15,1,82,2,44,64,33,53"
audio-1434532388-headset,"32,77,19,33,30,86,71,2,9,83"
audio-1434532407-headset,"46,71,2,70,32,57,1,9,77,48"
audio-1434532464-headset,"81,48,32,13,1,57,29,46,70,42"
audio-1434532464,"1,27,57,83,72,33,29,13,42,19"
audio-1434532510-headset,"15,13,46,9,78,2,30,81,83,45"
audio-1434532523-headset,"10,19,22,46,13,63,45,71,15,78"
audio-1434532541-headset,"46,9,13,45,30,42,81,19,88,71"
audio-1434532541,"71,57,27,32,42,22,78,46,33,10"
audio-1434532660-headset,"29,72,32,42,78,46,70,30,22,33"
audio-1434532660,"1,34,19,42,78,22,9,57,45,71"
audio-1434532699-headset,"81,32,57,71,13,14,22,80,48,30"
audio-1434532699,"71,13,30,9,15,70,57,78,64,46"
audio-1434532712-headset,"2,71,19,57,46,48,72,83,30,78"
audio-1434532712,"2,27,81,22,71,48,13,42,33,46"
audio-1434532783-headset,"77,48,19,42,72,68,83,64,2,71"
audio-1434532783,"27,29,42,78,9,45,30,1,83,46"
audio-1434532797-headset,"22,88,33,10,19,81,30,78,71,63"
audio-1434532872-headset,"32,77,19,70,15,1,58,83,88,13"
audio-1434532872,"2,68,9,83,33,27,48,88,22,42"
audio-1434533005-headset,"88,15,42,72,27,63,9,81,57,30"
audio-1434533005,"71,2,29,78,9,30,45,16,64,83"
audio-1434533009-headset,"88,33,13,80,22,45,42,10,70,32"
audio-1434533009,"13,10,46,48,22,45,72,68,32,27"
audio-1434533124-headset,"30,88,4,32,9,33,72,77,2,34"
audio-1434533124,"57,34,42,27,30,48,88,4,22,19"
audio-1434533127-headset,"78,57,33,81,27,46,2,13,45,10"
audio-1434533127,"22,16,46,71,29,81,27,9,78,72"
audio-1434533132-headset,"13,30,29,77,83,78,70,1,32,88"
audio-1434533132,"32,83,71,70,57,42,27,19,15,1"
audio-1434533135-headset,"71,22,72,54,29,16,46,34,42,27"
audio-1434533135,"81,13,42,15,2,48,22,78,68,60"
audio-1434533154-headset,"57,2,10,42,29,33,88,72,1,48"
audio-1434533154,"2,30,42,4,13,72,57,88,32,78"
audio-1434533190-headset,"57,34,78,33,19,9,29,13,54,30"
audio-1434533190,"46,32,81,83,13,71,10,48,70,42"
audio-1434533217-headset,"48,33,45,10,15,60,2,13,77,9"
audio-1434533217,"1,22,70,29,14,48,27,2,13,42"
audio-1434533222-headset,"60,1,57,16,71,72,34,29,80,64"
audio-1434533222,"70,13,71,30,16,19,57,45,83,77"
audio-1434533324-headset,"33,88,46,22,15,4,27,57,83,34"
audio-1434533324,"30,15,46,81,22,10,64,2,63,57"
audio-1434533355-headset,"13,88,32,15,45,42,63,9,80,46"
audio-1434533488-headset,"32,16,77,57,34,42,46,72,48,64"
audio-1434533488,"9,30,64,71,22,42,27,80,32,34"
audio-1434533562-headset,"10,45,15,2,78,9,30,64,13,71"
audio-1434533562,"13,71,1,19,9,32,80,48,57,72"
audio-1434533567-headset,"71,30,9,32,13,42,78,10,34,29"
audio-1434533567,"48,10,72,27,22,46,1,63,9,13"
audio-1434533665-headset,"1,30,88,34,2,29,9,13,42,33"
audio-1434533665,"33,78,30,80,29,70,27,19,72,9"
audio-1434533744-headset,"77,27,78,15,80,57,30,19,10,34"
audio-1434533748-headset,"2,78,52,57,33,63,19,81,27,16"
audio-1434533748,"81,9,70,10,4,72,33,34,27,13"
audio-1434533768-headset,"83,81,71,34,45,33,80,57,32,29"
audio-1434534206-headset,"15,57,80,63,10,44,54,4,88,34"
audio-1434534206,"30,46,88,32,48,45,57,34,29,9"
audio-1434534397-headset,"81,33,9,46,19,1,34,42,68,27"
audio-1434534397,"46,34,83,10,15,27,57,80,30,33"
audio-1434534466-headset,"30,10,78,13,32,88,33,22,2,48"
audio-1434534466,"70,1,58,57,9,71,30,34,42,2"
audio-1434534525-headset,"57,30,46,83,15,63,10,27,77,78"
audio-1434534525,"10,88,16,27,42,9,57,72,32,71"
audio-1434534761-headset,"1,64,42,27,72,57,46,71,16,33"
audio-1434534761,"57,13,10,42,16,72,2,46,29,15"
audio-1434534850-headset,"77,46,34,15,10,70,30,1,19,88"
audio-1434534850,"19,2,46,15,27,34,57,22,45,33"
audio-1434534913-headset,"78,32,71,15,10,81,19,64,70,60"
audio-1434534913,"29,78,34,88,9,48,22,45,27,72"
audio-1434534930-headset,"27,9,71,64,29,34,58,45,72,30"
audio-1434534930,"70,81,13,83,48,9,1,42,19,88"
audio-1434534973-headset,"9,27,32,34,78,88,19,70,29,22"
audio-1434534973,"13,32,72,77,33,88,83,78,71,42"
audio-1434534994-headset,"83,22,1,32,46,71,30,27,15,72"
audio-1434534994,"42,78,22,71,16,13,63,1,72,48"
audio-1434534997-headset,"88,71,9,72,42,19,1,22,29,16"
audio-1434534997,"71,30,9,78,27,46,4,13,72,33"
audio-1434535052-headset,"32,9,46,77,30,16,19,64,48,72"
audio-1434535075-headset,"10,83,9,72,29,34,1,71,88,45"
audio-1434535075,"33,15,57,2,13,45,58,70,80,78"
audio-1434535091-headset,"15,27,10,16,77,30,64,88,33,42"
audio-1434535091,"15,2,30,46,32,27,9,77,13,88"
audio-1434535450-headset,"29,22,60,16,10,32,13,4,48,63"
audio-1434535450,"32,2,70,30,29,83,78,19,71,16"
audio-1434535581-headset,"34,77,13,72,22,33,10,60,1,46"
audio-1434535581,"83,10,29,9,16,30,32,77,46,42"
audio-1434535625-headset,"4,78,22,1,72,27,13,88,71,50"
audio-1434535625,"46,13,78,77,22,81,42,32,29,2"
audio-1434535683-headset,"10,15,42,16,27,72,13,1,34,46"
audio-1434535683,"78,57,80,29,22,46,19,33,42,1"
audio-1434535687-headset,"34,42,22,27,30,2,48,32,77,70"
audio-1434535687,"13,71,22,16,32,88,27,30,57,33"
audio-1434535751-headset,"27,77,80,4,60,32,10,34,16,57"
audio-1434535751,"45,1,34,2,83,46,33,16,10,72"
audio-1434535777-headset,"13,88,34,78,9,1,30,48,22,46"
audio-1434535777,"33,29,16,4,83,70,71,57,45,22"
audio-1434535796-headset,"46,71,80,27,22,2,9,72,45,32"
audio-1434535796,"27,30,45,13,57,81,15,22,77,34"
audio-1434536121-headset,"4,48,70,29,30,9,71,27,88,10"
audio-1434536121,"9,33,13,22,81,78,1,63,42,71"
audio-1434536191-headset,"29,48,15,81,46,34,30,88,78,22"
audio-1434536191,"22,46,70,42,83,72,33,71,68,13"
audio-1434536201-headset,"72,29,34,15,10,30,13,77,71,83"
audio-1434536201,"80,19,78,70,15,71,72,33,10,45"
audio-1434536261-headset,"30,42,88,81,10,77,33,69,13,71"
audio-1434536261,"81,42,57,48,46,70,22,1,83,33"
audio-1434536310-headset,"57,88,13,78,46,15,10,48,77,80"
audio-1434536310,"10,2,70,34,48,71,88,46,72,78"
audio-1434536390-headset,"46,34,72,42,57,15,4,60,13,32"
audio-1434536390,"30,42,32,34,16,33,81,77,48,88"
audio-1434536404-headset,"34,77,33,2,57,80,71,29,45,27"
audio-1434536404,"81,71,10,70,60,9,13,86,42,15"
audio-1434536454-headset,"30,81,46,33,42,64,70,27,2,14"
audio-1434536454,"19,27,38,46,22,42,15,33,77,34"
audio-1434536612-headset,"15,72,33,34,57,19,45,10,1,83"
audio-1434536612,"13,4,32,77,30,46,71,33,15,22"
audio-1434536635-headset,"80,2,46,27,88,34,29,10,1,9"
audio-1434536635,"83,60,22,9,81,80,16,10,72,46"
audio-1434536641-headset,"32,46,57,19,27,81,30,2,63,42"
audio-1434536641,"71,78,9,46,13,2,10,83,32,42"
audio-1434536697-headset,"81,1,30,13,4,34,29,42,64,60"
audio-1434536697,"13,19,81,9,77,71,10,57,70,46"
audio-1434536702-headset,"71,88,22,48,42,16,70,29,57,27"
audio-1434536702,"22,71,46,19,83,78,57,33,32,9"
audio-1434536750-headset,"9,72,2,30,4,64,77,42,70,33"
audio-1434536750,"13,29,34,33,15,77,10,80,22,42"
audio-1434536788-headset,"30,71,64,27,9,10,78,22,33,34"
audio-1434536788,"22,9,45,34,70,19,2,71,57,30"
audio-1434536888-headset,"19,2,83,60,33,46,48,77,38,81"
audio-1434536888,"16,72,1,81,27,10,78,42,33,88"
audio-1434536931-headset,"32,48,81,34,77,72,45,13,71,46"
audio-1434536931,"71,13,57,29,64,72,33,16,83,42"
audio-1434537002-headset,"83,15,64,19,57,4,88,45,33,72"
audio-1434537006-headset,"19,42,13,32,15,27,63,38,33,88"
audio-1434537006,"42,88,81,34,77,4,48,29,57,13"
audio-1434537025-headset,"29,9,22,81,13,30,42,48,88,15"
audio-1434537025,"33,71,42,32,22,19,57,1,30,70"
audio-1434537298-headset,"57,42,80,14,46,83,47,33,27,88"
audio-1434537298,"78,10,57,32,27,80,1,70,71,83"
audio-1434537301-headset,"1,78,16,33,77,46,9,13,32,15"
audio-1434537301,"1,42,14,2,33,10,27,70,78,63"
audio-1434537990-headset,"83,71,68,33,63,27,29,2,19,57"
audio-1434537990,"13,42,32,88,34,83,64,1,30,70"
audio-1434538041-headset,"88,42,32,77,46,57,9,45,10,72"
audio-1434538041,"22,72,42,34,10,1,45,27,30,15"
audio-1434538104-headset,"46,42,13,30,16,77,83,19,34,27"
audio-1434538104,"30,27,22,34,1,10,80,64,83,70"
audio-1434538251-headset,"70,45,10,2,81,22,64,32,1,15"
audio-1434538251,"71,83,57,72,15,33,22,70,30,80"
audio-1434538356-headset,"22,9,34,10,46,60,4,71,13,88"
audio-1434538356,"19,9,1,33,77,34,42,48,10,46"
audio-1434538410-headset,"80,29,27,19,30,2,1,57,10,88"
audio-1434538410,"15,78,81,33,27,29,71,64,10,60"
audio-1434538537-headset,"30,9,19,10,42,33,22,48,29,64"
audio-1434538537,"78,42,32,9,71,63,10,70,16,29"
audio-1434538560-headset,"71,13,15,64,72,83,57,81,29,80"
audio-1434538560,"88,13,29,33,30,27,57,46,2,19"
audio-1434538601-headset,"42,2,71,46,22,9,57,10,29,61"
audio-1434538601,"57,88,46,1,72,71,81,77,27,2"
audio-1434538735-headset,"83,57,42,78,22,30,33,46,63,29"
audio-1434538735,"22,78,1,27,48,77,70,30,54,10"
audio-1434538781-headset,"30,64,78,42,27,1,58,14,60,77"
audio-1434538853-headset,"13,9,1,72,88,83,78,71,29,2"
audio-1434538853,"10,13,22,29,46,27,57,71,54,42"
audio-1434538897-headset,"4,10,45,83,29,70,15,27,60,1"
audio-1434538897,"83,4,29,42,33,2,1,72,46,22"
audio-1434538951-headset,"88,70,30,27,19,63,71,33,9,15"
audio-1434538951,"27,83,81,32,19,64,33,71,72,29"
audio-1434538989-headset,"29,33,27,10,81,57,32,72,64,2"
audio-1434538989,"19,27,13,71,15,72,88,22,77,78"
audio-1434539121-headset,"83,2,48,10,13,63,9,15,1,42"
audio-1434539121,"71,9,34,1,81,19,46,32,13,2"
audio-1434539230-headset,"83,10,15,16,19,42,81,72,30,64"
audio-1434539230,"83,1,33,57,29,88,64,71,22,42"
audio-1434539470-headset,"27,15,30,13,33,16,10,64,83,42"
audio-1434539470,"42,34,19,4,81,30,10,33,9,88"
audio-1434539492-headset,"10,29,44,30,78,46,9,58,70,48"
audio-1434539492,"2,9,1,30,42,81,34,33,13,19"
audio-1434539538-headset,"42,19,32,33,81,30,2,58,78,22"
audio-1434539538,"30,29,71,42,78,81,10,70,57,19"
audio-1434539611-headset,"2,19,57,60,72,29,77,9,80,13"
audio-1434539611,"88,42,33,32,22,70,13,10,46,80"
audio-1434539720-headset,"81,34,27,70,77,57,33,58,88,72"
audio-1434539720,"48,64,45,42,83,57,60,27,80,71"
audio-1434539724-headset,"64,81,48,9,45,42,1,27,46,88"
audio-1434539724,"72,10,15,57,42,70,33,45,46,2"
audio-1434539836-headset,"34,71,88,9,32,83,27,42,19,81"
audio-1434539836,"70,2,27,88,34,64,72,81,33,22"
audio-1434539841-headset,"10,30,13,71,80,27,58,34,63,46"
audio-1434539841,"15,2,10,19,46,9,71,1,30,45"
audio-1434539865-headset,"48,71,83,46,78,30,2,88,77,57"
audio-1434539865,"72,45,80,33,34,22,32,30,57,13"
audio-1434539939-headset,"1,71,88,10,9,57,83,80,63,32"
audio-1434539939,"64,9,2,33,13,27,48,30,46,81"
audio-1434540022-headset,"34,1,48,42,57,80,2,71,78,72"
audio-1434540022,"48,19,83,32,16,71,45,78,29,64"
audio-1434540028-headset,"57,32,71,9,10,88,42,1,22,83"
audio-1434540028,"80,13,83,72,81,57,88,10,33,58"
audio-1434540039-headset,"33,1,32,30,71,81,80,9,4,19"
audio-1434540137-headset,"27,45,1,16,80,88,33,19,15,10"
audio-1434540137,"48,10,54,77,81,32,46,13,27,78"
audio-1434540147-headset,"48,33,72,1,15,78,57,22,27,83"
audio-1434540147,"27,46,42,78,30,2,72,1,45,19"
audio-1434540399-headset,"13,14,77,1,69,19,22,72,32,60"
audio-1434540399,"42,34,19,60,78,48,13,9,54,71"
audio-1434540454-headset,"30,1,71,32,13,45,83,72,22,57"
audio-1434540454,"45,33,72,46,77,9,42,32,10,2"
audio-1434540486-headset,"27,22,9,57,42,13,30,71,48,34"
audio-1434540486,"48,10,64,46,1,32,78,29,15,34"
audio-1434540680-headset,"46,42,19,33,77,52,54,81,72,2"
audio-1434540680,"29,19,10,83,1,88,30,45,46,34"
audio-1434540695-headset,"9,15,57,78,29,63,10,81,42,45"
audio-1434540695,"34,9,48,45,1,72,15,42,70,22"
audio-1434540734-headset,"34,2,42,15,46,71,22,13,33,72"
audio-1434540734,"4,1,19,88,30,33,2,48,13,70"
audio-1434540889-headset,"30,46,48,77,19,27,34,9,64,29"
audio-1434540889,"27,58,30,44,61,22,9,57,80,71"
audio-1434541155-headset,"29,72,27,13,71,83,30,22,4,80"
audio-1434541155,"13,70,72,63,1,88,77,81,69,22"
audio-1434541265-headset,"30,34,88,19,83,32,16,9,27,48"
audio-1434541265,"32,72,71,30,42,48,13,45,22,16"
audio-1434541269-headset,"72,22,27,46,1,42,71,48,81,16"
audio-1434541269,"30,58,10,44,9,83,46,29,88,42"
audio-1434541302-headset,"13,71,2,34,16,64,72,29,57,58"
audio-1434541302,"30,57,81,33,63,27,48,9,88,80"
