audio,layer,neuron
audio-oo-oo-oo-oo,block2_layer0_feed_forward1_in_proj,295
audio-oo-oo-oo-oo,block2_layer0_feed_forward1_in_proj,392
audio-oo-oo-oo-oo,block2_layer0_feed_forward1_in_proj,682
audio-oo-oo-oo-oo,block2_layer0_feed_forward1_in_proj,299
audio-oo-oo-oo-oo,block2_layer0_feed_forward1_in_proj,314
audio-oo-oo-oo-oo,block2_layer0_feed_forward1_in_proj,243
audio-oo-oo-oo-oo,block2_layer0_feed_forward1_in_proj,57
audio-oo-oo-oo-oo,block2_layer0_feed_forward1_in_proj,698
audio-oo-oo-oo-oo,block2_layer0_feed_forward1_in_proj,125
audio-a-a,block2_layer0_nonlin_attention_in_proj,163
audio-a-a,block2_layer0_nonlin_attention_in_proj,261
audio-a-a,block2_layer0_nonlin_attention_in_proj,807
audio-a-a,block2_layer0_nonlin_attention_in_proj,364
audio-a-a,block2_layer0_nonlin_attention_in_proj,47
audio-a-a,block2_layer0_nonlin_attention_in_proj,239
audio-a-a,block2_layer0_nonlin_attention_in_proj,658
audio-a-a,block2_layer0_nonlin_attention_in_proj,276
audio-a-a,block2_layer0_nonlin_attention_in_proj,277
audio-ch-ch-ch,block2_layer0_nonlin_attention_in_proj,513
audio-ch-ch-ch,block2_layer0_nonlin_attention_in_proj,701
audio-ch-ch-ch,block2_layer0_nonlin_attention_in_proj,8
audio-ch-ch-ch,block2_layer0_nonlin_attention_in_proj,812
audio-ch-ch-ch,block2_layer0_nonlin_attention_in_proj,304
audio-ch-ch-ch,block2_layer0_nonlin_attention_in_proj,404
audio-ch-ch-ch,block2_layer0_nonlin_attention_in_proj,539
audio-ch-ch-ch,block2_layer0_nonlin_attention_in_proj,29
audio-ch-ch-ch,block2_layer0_nonlin_attention_in_proj,190
audio-oo-oo-oo-oo,block2_layer0_nonlin_attention_in_proj,9
audio-oo-oo-oo-oo,block2_layer0_nonlin_attention_in_proj,43
audio-oo-oo-oo-oo,block2_layer0_nonlin_attention_in_proj,591
audio-oo-oo-oo-oo,block2_layer0_nonlin_attention_in_proj,111
audio-oo-oo-oo-oo,block2_layer0_nonlin_attention_in_proj,245
audio-oo-oo-oo-oo,block2_layer0_nonlin_attention_in_proj,598
audio-oo-oo-oo-oo,block2_layer0_nonlin_attention_in_proj,695
audio-oo-oo-oo-oo,block2_layer0_nonlin_attention_in_proj,664
audio-oo-oo-oo-oo,block2_layer0_nonlin_attention_in_proj,374
audio-oo-oo-oo-oo,block2_layer0_nonlin_attention_in_proj,247
audio-a-a,block2_layer0_nonlin_attention_out_proj,192
audio-a-a,block2_layer0_nonlin_attention_out_proj,355
audio-a-a,block2_layer0_nonlin_attention_out_proj,72
audio-a-a,block2_layer0_nonlin_attention_out_proj,40
audio-a-a,block2_layer0_nonlin_attention_out_proj,328
audio-a-a,block2_layer0_nonlin_attention_out_proj,46
audio-a-a,block2_layer0_nonlin_attention_out_proj,180
audio-a-a,block2_layer0_nonlin_attention_out_proj,349
audio-ch-ch-ch,block2_layer0_nonlin_attention_out_proj,0
audio-ch-ch-ch,block2_layer0_nonlin_attention_out_proj,226
audio-ch-ch-ch,block2_layer0_nonlin_attention_out_proj,101
audio-ch-ch-ch,block2_layer0_nonlin_attention_out_proj,15
audio-ch-ch-ch,block2_layer0_nonlin_attention_out_proj,304
audio-ch-ch-ch,block2_layer0_nonlin_attention_out_proj,124
audio-ch-ch-ch,block2_layer0_nonlin_attention_out_proj,116
audio-ch-ch-ch,block2_layer0_nonlin_attention_out_proj,22
audio-ch-ch-ch,block2_layer0_nonlin_attention_out_proj,59
audio-ch-ch-ch,block2_layer0_nonlin_attention_out_proj,60
audio-oo-oo-oo-oo,block2_layer0_nonlin_attention_out_proj,323
audio-oo-oo-oo-oo,block2_layer0_nonlin_attention_out_proj,45
audio-oo-oo-oo-oo,block2_layer0_nonlin_attention_out_proj,141
audio-oo-oo-oo-oo,block2_layer0_nonlin_attention_out_proj,47
audio-oo-oo-oo-oo,block2_layer0_nonlin_attention_out_proj,337
audio-oo-oo-oo-oo,block2_layer0_nonlin_attention_out_proj,119
audio-oo-oo-oo-oo,block2_layer0_nonlin_attention_out_proj,184
audio-oo-oo-oo-oo,block2_layer0_nonlin_attention_out_proj,58
audio-a-a,block2_layer0_self_attn1_in_proj,33
audio-a-a,block2_layer0_self_attn1_in_proj,6
audio-a-a,block2_layer0_self_attn1_in_proj,15
audio-a-a,block2_layer0_self_attn1_in_proj,16
audio-a-a,block2_layer0_self_attn1_in_proj,21
audio-a-a,block2_layer0_self_attn1_in_proj,24
audio-ch-ch-ch,block2_layer0_self_attn1_in_proj,3
audio-ch-ch-ch,block2_layer0_self_attn1_in_proj,5
audio-ch-ch-ch,block2_layer0_self_attn1_in_proj,12
audio-ch-ch-ch,block2_layer0_self_attn1_in_proj,47
audio-ch-ch-ch,block2_layer0_self_attn1_in_proj,23
audio-oo-oo-oo-oo,block2_layer0_self_attn1_in_proj,32
audio-oo-oo-oo-oo,block2_layer0_self_attn1_in_proj,2
audio-oo-oo-oo-oo,block2_layer0_self_attn1_in_proj,8
audio-oo-oo-oo-oo,block2_layer0_self_attn1_in_proj,13
audio-oo-oo-oo-oo,block2_layer0_self_attn1_in_proj,19
audio-oo-oo-oo-oo,block2_layer0_self_attn1_in_proj,27
audio-oo-oo-oo-oo,block2_layer0_self_attn1_in_proj,29
audio-a-a,block2_layer0_self_attn1_out_proj,232
audio-a-a,block2_layer0_self_attn1_out_proj,136
audio-a-a,block2_layer0_self_attn1_out_proj,145
audio-a-a,block2_layer0_self_attn1_out_proj,274
audio-a-a,block2_layer0_self_attn1_out_proj,241
audio-a-a,block2_layer0_self_attn1_out_proj,20
audio-a-a,block2_layer0_self_attn1_out_proj,213
audio-a-a,block2_layer0_self_attn1_out_proj,182
audio-a-a,block2_layer0_self_attn1_out_proj,183
audio-ch-ch-ch,block2_layer0_self_attn1_out_proj,225
audio-ch-ch-ch,block2_layer0_self_attn1_out_proj,100
audio-ch-ch-ch,block2_layer0_self_attn1_out_proj,11
audio-ch-ch-ch,block2_layer0_self_attn1_out_proj,365
audio-ch-ch-ch,block2_layer0_self_attn1_out_proj,368
audio-ch-ch-ch,block2_layer0_self_attn1_out_proj,178
audio-ch-ch-ch,block2_layer0_self_attn1_out_proj,343
audio-ch-ch-ch,block2_layer0_self_attn1_out_proj,151
audio-ch-ch-ch,block2_layer0_self_attn1_out_proj,185
audio-ch-ch-ch,block2_layer0_self_attn1_out_proj,156
audio-oo-oo-oo-oo,block2_layer0_self_attn1_out_proj,1
audio-oo-oo-oo-oo,block2_layer0_self_attn1_out_proj,164
audio-oo-oo-oo-oo,block2_layer0_self_attn1_out_proj,169
audio-oo-oo-oo-oo,block2_layer0_self_attn1_out_proj,267
audio-oo-oo-oo-oo,block2_layer0_self_attn1_out_proj,45
audio-oo-oo-oo-oo,block2_layer0_self_attn1_out_proj,141
audio-oo-oo-oo-oo,block2_layer0_self_attn1_out_proj,119
audio-oo-oo-oo-oo,block2_layer0_self_attn1_out_proj,284
audio-oo-oo-oo-oo,block2_layer0_self_attn1_out_proj,29
audio-a-a,block2_layer0_conv_module1_in_proj,198
audio-a-a,block2_layer0_conv_module1_in_proj,40
audio-a-a,block2_layer0_conv_module1_in_proj,365
audio-a-a,block2_layer0_conv_module1_in_proj,302
audio-a-a,block2_layer0_conv_module1_in_proj,18
audio-a-a,block2_layer0_conv_module1_in_proj,274
audio-a-a,block2_layer0_conv_module1_in_proj,438
audio-ch-ch-ch,block2_layer0_conv_module1_in_proj,352
audio-ch-ch-ch,block2_layer0_conv_module1_in_proj,32
audio-ch-ch-ch,block2_layer0_conv_module1_in_proj,325
audio-ch-ch-ch,block2_layer0_conv_module1_in_proj,13
audio-ch-ch-ch,block2_layer0_conv_module1_in_proj,46
audio-ch-ch-ch,block2_layer0_conv_module1_in_proj,719
audio-ch-ch-ch,block2_layer0_conv_module1_in_proj,211
audio-ch-ch-ch,block2_layer0_conv_module1_in_proj,371
audio-ch-ch-ch,block2_layer0_conv_module1_in_proj,570
audio-oo-oo-oo-oo,block2_layer0_conv_module1_in_proj,581
audio-oo-oo-oo-oo,block2_layer0_conv_module1_in_proj,141
audio-oo-oo-oo-oo,block2_layer0_conv_module1_in_proj,687
audio-oo-oo-oo-oo,block2_layer0_conv_module1_in_proj,178
audio-oo-oo-oo-oo,block2_layer0_conv_module1_in_proj,723
audio-oo-oo-oo-oo,block2_layer0_conv_module1_in_proj,242
audio-oo-oo-oo-oo,block2_layer0_conv_module1_in_proj,568
audio-oo-oo-oo-oo,block2_layer0_conv_module1_in_proj,446
audio-a-a,block2_layer0_feed_forward2_in_proj,704
audio-a-a,block2_layer0_feed_forward2_in_proj,387
audio-a-a,block2_layer0_feed_forward2_in_proj,839
audio-a-a,block2_layer0_feed_forward2_in_proj,680
audio-a-a,block2_layer0_feed_forward2_in_proj,12
audio-a-a,block2_layer0_feed_forward2_in_proj,750
audio-a-a,block2_layer0_feed_forward2_in_proj,757
audio-a-a,block2_layer0_feed_forward2_in_proj,377
audio-a-a,block2_layer0_feed_forward2_in_proj,414
audio-ch-ch-ch,block2_layer0_feed_forward2_in_proj,194
audio-ch-ch-ch,block2_layer0_feed_forward2_in_proj,38
audio-ch-ch-ch,block2_layer0_feed_forward2_in_proj,169
audio-ch-ch-ch,block2_layer0_feed_forward2_in_proj,397
audio-ch-ch-ch,block2_layer0_feed_forward2_in_proj,15
audio-ch-ch-ch,block2_layer0_feed_forward2_in_proj,789
audio-ch-ch-ch,block2_layer0_feed_forward2_in_proj,281
audio-ch-ch-ch,block2_layer0_feed_forward2_in_proj,671
audio-oo-oo-oo-oo,block2_layer0_feed_forward2_in_proj,393
audio-oo-oo-oo-oo,block2_layer0_feed_forward2_in_proj,938
audio-oo-oo-oo-oo,block2_layer0_feed_forward2_in_proj,655
audio-oo-oo-oo-oo,block2_layer0_feed_forward2_in_proj,660
audio-oo-oo-oo-oo,block2_layer0_feed_forward2_in_proj,117
audio-oo-oo-oo-oo,block2_layer0_feed_forward2_in_proj,824
audio-oo-oo-oo-oo,block2_layer0_feed_forward2_in_proj,633
audio-oo-oo-oo-oo,block2_layer0_feed_forward2_in_proj,573
audio-oo-oo-oo-oo,block2_layer0_feed_forward2_in_proj,350
audio-a-a,block2_layer0_self_attn2_in_proj,17
audio-a-a,block2_layer0_self_attn2_in_proj,42
audio-ch-ch-ch,block2_layer0_self_attn2_in_proj,36
audio-ch-ch-ch,block2_layer0_self_attn2_in_proj,28
audio-ch-ch-ch,block2_layer0_self_attn2_in_proj,46
audio-ch-ch-ch,block2_layer0_self_attn2_in_proj,39
audio-oo-oo-oo-oo,block2_layer0_self_attn2_in_proj,32
audio-oo-oo-oo-oo,block2_layer0_self_attn2_in_proj,30
audio-oo-oo-oo-oo,block2_layer0_self_attn2_in_proj,31
audio-a-a,block2_layer0_self_attn2_out_proj,160
audio-a-a,block2_layer0_self_attn2_out_proj,194
audio-a-a,block2_layer0_self_attn2_out_proj,99
audio-a-a,block2_layer0_self_attn2_out_proj,132
audio-a-a,block2_layer0_self_attn2_out_proj,36
audio-a-a,block2_layer0_self_attn2_out_proj,135
audio-a-a,block2_layer0_self_attn2_out_proj,170
audio-a-a,block2_layer0_self_attn2_out_proj,15
audio-a-a,block2_layer0_self_attn2_out_proj,211
audio-ch-ch-ch,block2_layer0_self_attn2_out_proj,32
audio-ch-ch-ch,block2_layer0_self_attn2_out_proj,323
audio-ch-ch-ch,block2_layer0_self_attn2_out_proj,67
audio-ch-ch-ch,block2_layer0_self_attn2_out_proj,261
audio-ch-ch-ch,block2_layer0_self_attn2_out_proj,361
audio-ch-ch-ch,block2_layer0_self_attn2_out_proj,205
audio-ch-ch-ch,block2_layer0_self_attn2_out_proj,302
audio-ch-ch-ch,block2_layer0_self_attn2_out_proj,212
audio-ch-ch-ch,block2_layer0_self_attn2_out_proj,221
audio-oo-oo-oo-oo,block2_layer0_self_attn2_out_proj,322
audio-oo-oo-oo-oo,block2_layer0_self_attn2_out_proj,196
audio-oo-oo-oo-oo,block2_layer0_self_attn2_out_proj,103
audio-oo-oo-oo-oo,block2_layer0_self_attn2_out_proj,45
audio-oo-oo-oo-oo,block2_layer0_self_attn2_out_proj,240
audio-oo-oo-oo-oo,block2_layer0_self_attn2_out_proj,82
audio-oo-oo-oo-oo,block2_layer0_self_attn2_out_proj,244
audio-oo-oo-oo-oo,block2_layer0_self_attn2_out_proj,309
audio-oo-oo-oo-oo,block2_layer0_self_attn2_out_proj,56
audio-oo-oo-oo-oo,block2_layer0_self_attn2_out_proj,155
audio-a-a,block2_layer0_conv_module2_in_proj,227
audio-a-a,block2_layer0_conv_module2_in_proj,324
audio-a-a,block2_layer0_conv_module2_in_proj,136
audio-a-a,block2_layer0_conv_module2_in_proj,11
audio-a-a,block2_layer0_conv_module2_in_proj,750
audio-a-a,block2_layer0_conv_module2_in_proj,468
audio-a-a,block2_layer0_conv_module2_in_proj,599
audio-a-a,block2_layer0_conv_module2_in_proj,696
audio-a-a,block2_layer0_conv_module2_in_proj,61
audio-ch-ch-ch,block2_layer0_conv_module2_in_proj,609
audio-ch-ch-ch,block2_layer0_conv_module2_in_proj,752
audio-ch-ch-ch,block2_layer0_conv_module2_in_proj,433
audio-ch-ch-ch,block2_layer0_conv_module2_in_proj,722
audio-ch-ch-ch,block2_layer0_conv_module2_in_proj,434
audio-ch-ch-ch,block2_layer0_conv_module2_in_proj,182
audio-ch-ch-ch,block2_layer0_conv_module2_in_proj,150
audio-ch-ch-ch,block2_layer0_conv_module2_in_proj,536
audio-ch-ch-ch,block2_layer0_conv_module2_in_proj,316
audio-oo-oo-oo-oo,block2_layer0_conv_module2_in_proj,546
audio-oo-oo-oo-oo,block2_layer0_conv_module2_in_proj,518
audio-oo-oo-oo-oo,block2_layer0_conv_module2_in_proj,9
audio-oo-oo-oo-oo,block2_layer0_conv_module2_in_proj,208
audio-oo-oo-oo-oo,block2_layer0_conv_module2_in_proj,626
audio-oo-oo-oo-oo,block2_layer0_conv_module2_in_proj,313
audio-oo-oo-oo-oo,block2_layer0_conv_module2_in_proj,762
audio-oo-oo-oo-oo,block2_layer0_conv_module2_in_proj,637
audio-a-a,block2_layer0_feed_forward3_in_proj,683
audio-a-a,block2_layer0_feed_forward3_in_proj,620
audio-a-a,block2_layer0_feed_forward3_in_proj,1102
audio-a-a,block2_layer0_feed_forward3_in_proj,14
audio-a-a,block2_layer0_feed_forward3_in_proj,593
audio-a-a,block2_layer0_feed_forward3_in_proj,1238
audio-a-a,block2_layer0_feed_forward3_in_proj,120
audio-a-a,block2_layer0_feed_forward3_in_proj,633
audio-ch-ch-ch,block2_layer0_feed_forward3_in_proj,163
audio-ch-ch-ch,block2_layer0_feed_forward3_in_proj,389
audio-ch-ch-ch,block2_layer0_feed_forward3_in_proj,263
audio-ch-ch-ch,block2_layer0_feed_forward3_in_proj,651
audio-ch-ch-ch,block2_layer0_feed_forward3_in_proj,621
audio-ch-ch-ch,block2_layer0_feed_forward3_in_proj,1005
audio-ch-ch-ch,block2_layer0_feed_forward3_in_proj,890
audio-ch-ch-ch,block2_layer0_feed_forward3_in_proj,991
audio-oo-oo-oo-oo,block2_layer0_feed_forward3_in_proj,417
audio-oo-oo-oo-oo,block2_layer0_feed_forward3_in_proj,865
audio-oo-oo-oo-oo,block2_layer0_feed_forward3_in_proj,772
audio-oo-oo-oo-oo,block2_layer0_feed_forward3_in_proj,1065
audio-oo-oo-oo-oo,block2_layer0_feed_forward3_in_proj,361
audio-oo-oo-oo-oo,block2_layer0_feed_forward3_in_proj,909
audio-oo-oo-oo-oo,block2_layer0_feed_forward3_in_proj,1266
audio-oo-oo-oo-oo,block2_layer0_feed_forward3_in_proj,1204
audio-oo-oo-oo-oo,block2_layer0_feed_forward3_in_proj,185
audio-oo-oo-oo-oo,block2_layer0_feed_forward3_in_proj,126
audio-a-a,block2_layer1_self_attn_weights_in_proj,33
audio-a-a,block2_layer1_self_attn_weights_in_proj,67
audio-a-a,block2_layer1_self_attn_weights_in_proj,68
audio-a-a,block2_layer1_self_attn_weights_in_proj,200
audio-a-a,block2_layer1_self_attn_weights_in_proj,156
audio-a-a,block2_layer1_self_attn_weights_in_proj,125
audio-a-a,block2_layer1_self_attn_weights_in_proj,31
audio-ch-ch-ch,block2_layer1_self_attn_weights_in_proj,226
audio-ch-ch-ch,block2_layer1_self_attn_weights_in_proj,163
audio-ch-ch-ch,block2_layer1_self_attn_weights_in_proj,228
audio-ch-ch-ch,block2_layer1_self_attn_weights_in_proj,232
audio-ch-ch-ch,block2_layer1_self_attn_weights_in_proj,12
audio-ch-ch-ch,block2_layer1_self_attn_weights_in_proj,110
audio-ch-ch-ch,block2_layer1_self_attn_weights_in_proj,143
audio-ch-ch-ch,block2_layer1_self_attn_weights_in_proj,115
audio-oo-oo-oo-oo,block2_layer1_self_attn_weights_in_proj,99
audio-oo-oo-oo-oo,block2_layer1_self_attn_weights_in_proj,144
audio-oo-oo-oo-oo,block2_layer1_self_attn_weights_in_proj,178
audio-oo-oo-oo-oo,block2_layer1_self_attn_weights_in_proj,210
audio-oo-oo-oo-oo,block2_layer1_self_attn_weights_in_proj,51
audio-oo-oo-oo-oo,block2_layer1_self_attn_weights_in_proj,152
audio-oo-oo-oo-oo,block2_layer1_self_attn_weights_in_proj,91
audio-a-a,block2_layer1_feed_forward1_in_proj,384
audio-a-a,block2_layer1_feed_forward1_in_proj,452
audio-a-a,block2_layer1_feed_forward1_in_proj,423
audio-a-a,block2_layer1_feed_forward1_in_proj,461
audio-a-a,block2_layer1_feed_forward1_in_proj,526
audio-a-a,block2_layer1_feed_forward1_in_proj,658
audio-a-a,block2_layer1_feed_forward1_in_proj,274
audio-a-a,block2_layer1_feed_forward1_in_proj,600
audio-ch-ch-ch,block2_layer1_feed_forward1_in_proj,227
audio-ch-ch-ch,block2_layer1_feed_forward1_in_proj,484
audio-ch-ch-ch,block2_layer1_feed_forward1_in_proj,204
audio-ch-ch-ch,block2_layer1_feed_forward1_in_proj,622
audio-ch-ch-ch,block2_layer1_feed_forward1_in_proj,719
audio-ch-ch-ch,block2_layer1_feed_forward1_in_proj,177
audio-ch-ch-ch,block2_layer1_feed_forward1_in_proj,245
audio-ch-ch-ch,block2_layer1_feed_forward1_in_proj,438
audio-ch-ch-ch,block2_layer1_feed_forward1_in_proj,124
audio-oo-oo-oo-oo,block2_layer1_feed_forward1_in_proj,32
audio-oo-oo-oo-oo,block2_layer1_feed_forward1_in_proj,641
audio-oo-oo-oo-oo,block2_layer1_feed_forward1_in_proj,357
audio-oo-oo-oo-oo,block2_layer1_feed_forward1_in_proj,294
audio-oo-oo-oo-oo,block2_layer1_feed_forward1_in_proj,433
audio-oo-oo-oo-oo,block2_layer1_feed_forward1_in_proj,307
audio-oo-oo-oo-oo,block2_layer1_feed_forward1_in_proj,276
audio-oo-oo-oo-oo,block2_layer1_feed_forward1_in_proj,123
audio-oo-oo-oo-oo,block2_layer1_feed_forward1_in_proj,317
audio-a-a,block2_layer1_nonlin_attention_in_proj,193
audio-a-a,block2_layer1_nonlin_attention_in_proj,514
audio-a-a,block2_layer1_nonlin_attention_in_proj,483
audio-a-a,block2_layer1_nonlin_attention_in_proj,165
audio-a-a,block2_layer1_nonlin_attention_in_proj,102
audio-a-a,block2_layer1_nonlin_attention_in_proj,808
audio-a-a,block2_layer1_nonlin_attention_in_proj,427
audio-a-a,block2_layer1_nonlin_attention_in_proj,502
audio-a-a,block2_layer1_nonlin_attention_in_proj,55
audio-ch-ch-ch,block2_layer1_nonlin_attention_in_proj,390
audio-ch-ch-ch,block2_layer1_nonlin_attention_in_proj,458
audio-ch-ch-ch,block2_layer1_nonlin_attention_in_proj,618
audio-ch-ch-ch,block2_layer1_nonlin_attention_in_proj,139
audio-ch-ch-ch,block2_layer1_nonlin_attention_in_proj,690
audio-ch-ch-ch,block2_layer1_nonlin_attention_in_proj,471
audio-ch-ch-ch,block2_layer1_nonlin_attention_in_proj,151
audio-ch-ch-ch,block2_layer1_nonlin_attention_in_proj,247
audio-ch-ch-ch,block2_layer1_nonlin_attention_in_proj,574
audio-oo-oo-oo-oo,block2_layer1_nonlin_attention_in_proj,224
audio-oo-oo-oo-oo,block2_layer1_nonlin_attention_in_proj,579
audio-oo-oo-oo-oo,block2_layer1_nonlin_attention_in_proj,133
audio-oo-oo-oo-oo,block2_layer1_nonlin_attention_in_proj,521
audio-oo-oo-oo-oo,block2_layer1_nonlin_attention_in_proj,778
audio-oo-oo-oo-oo,block2_layer1_nonlin_attention_in_proj,811
audio-oo-oo-oo-oo,block2_layer1_nonlin_attention_in_proj,25
audio-oo-oo-oo-oo,block2_layer1_nonlin_attention_in_proj,538
audio-oo-oo-oo-oo,block2_layer1_nonlin_attention_in_proj,732
audio-oo-oo-oo-oo,block2_layer1_nonlin_attention_in_proj,510
audio-a-a,block2_layer1_nonlin_attention_out_proj,261
audio-a-a,block2_layer1_nonlin_attention_out_proj,332
audio-a-a,block2_layer1_nonlin_attention_out_proj,333
audio-a-a,block2_layer1_nonlin_attention_out_proj,240
audio-a-a,block2_layer1_nonlin_attention_out_proj,177
audio-a-a,block2_layer1_nonlin_attention_out_proj,21
audio-a-a,block2_layer1_nonlin_attention_out_proj,87
audio-a-a,block2_layer1_nonlin_attention_out_proj,280
audio-a-a,block2_layer1_nonlin_attention_out_proj,58
audio-ch-ch-ch,block2_layer1_nonlin_attention_out_proj,321
audio-ch-ch-ch,block2_layer1_nonlin_attention_out_proj,199
audio-ch-ch-ch,block2_layer1_nonlin_attention_out_proj,360
audio-ch-ch-ch,block2_layer1_nonlin_attention_out_proj,365
audio-ch-ch-ch,block2_layer1_nonlin_attention_out_proj,371
audio-ch-ch-ch,block2_layer1_nonlin_attention_out_proj,312
audio-ch-ch-ch,block2_layer1_nonlin_attention_out_proj,378
audio-ch-ch-ch,block2_layer1_nonlin_attention_out_proj,123
audio-ch-ch-ch,block2_layer1_nonlin_attention_out_proj,252
audio-ch-ch-ch,block2_layer1_nonlin_attention_out_proj,223
audio-oo-oo-oo-oo,block2_layer1_nonlin_attention_out_proj,97
audio-oo-oo-oo-oo,block2_layer1_nonlin_attention_out_proj,36
audio-oo-oo-oo-oo,block2_layer1_nonlin_attention_out_proj,68
audio-oo-oo-oo-oo,block2_layer1_nonlin_attention_out_proj,362
audio-oo-oo-oo-oo,block2_layer1_nonlin_attention_out_proj,335
audio-oo-oo-oo-oo,block2_layer1_nonlin_attention_out_proj,80
audio-oo-oo-oo-oo,block2_layer1_nonlin_attention_out_proj,368
audio-oo-oo-oo-oo,block2_layer1_nonlin_attention_out_proj,275
audio-oo-oo-oo-oo,block2_layer1_nonlin_attention_out_proj,346
audio-a-a,block2_layer1_self_attn1_in_proj,1
audio-a-a,block2_layer1_self_attn1_in_proj,2
audio-a-a,block2_layer1_self_attn1_in_proj,6
audio-a-a,block2_layer1_self_attn1_in_proj,7
audio-a-a,block2_layer1_self_attn1_in_proj,10
audio-a-a,block2_layer1_self_attn1_in_proj,46
audio-a-a,block2_layer1_self_attn1_in_proj,16
audio-ch-ch-ch,block2_layer1_self_attn1_in_proj,34
audio-ch-ch-ch,block2_layer1_self_attn1_in_proj,36
audio-ch-ch-ch,block2_layer1_self_attn1_in_proj,37
audio-ch-ch-ch,block2_layer1_self_attn1_in_proj,9
audio-ch-ch-ch,block2_layer1_self_attn1_in_proj,44
audio-ch-ch-ch,block2_layer1_self_attn1_in_proj,45
audio-ch-ch-ch,block2_layer1_self_attn1_in_proj,30
audio-oo-oo-oo-oo,block2_layer1_self_attn1_in_proj,8
audio-oo-oo-oo-oo,block2_layer1_self_attn1_in_proj,42
audio-oo-oo-oo-oo,block2_layer1_self_attn1_in_proj,11
audio-oo-oo-oo-oo,block2_layer1_self_attn1_in_proj,14
audio-oo-oo-oo-oo,block2_layer1_self_attn1_in_proj,22
audio-oo-oo-oo-oo,block2_layer1_self_attn1_in_proj,28
audio-oo-oo-oo-oo,block2_layer1_self_attn1_in_proj,31
audio-a-a,block2_layer1_self_attn1_out_proj,134
audio-a-a,block2_layer1_self_attn1_out_proj,327
audio-a-a,block2_layer1_self_attn1_out_proj,267
audio-a-a,block2_layer1_self_attn1_out_proj,309
audio-a-a,block2_layer1_self_attn1_out_proj,249
audio-a-a,block2_layer1_self_attn1_out_proj,60
audio-a-a,block2_layer1_self_attn1_out_proj,95
audio-ch-ch-ch,block2_layer1_self_attn1_out_proj,133
audio-ch-ch-ch,block2_layer1_self_attn1_out_proj,359
audio-ch-ch-ch,block2_layer1_self_attn1_out_proj,363
audio-ch-ch-ch,block2_layer1_self_attn1_out_proj,171
audio-ch-ch-ch,block2_layer1_self_attn1_out_proj,84
audio-ch-ch-ch,block2_layer1_self_attn1_out_proj,213
audio-ch-ch-ch,block2_layer1_self_attn1_out_proj,221
audio-oo-oo-oo-oo,block2_layer1_self_attn1_out_proj,166
audio-oo-oo-oo-oo,block2_layer1_self_attn1_out_proj,106
audio-oo-oo-oo-oo,block2_layer1_self_attn1_out_proj,43
audio-oo-oo-oo-oo,block2_layer1_self_attn1_out_proj,330
audio-oo-oo-oo-oo,block2_layer1_self_attn1_out_proj,141
audio-oo-oo-oo-oo,block2_layer1_self_attn1_out_proj,337
audio-oo-oo-oo-oo,block2_layer1_self_attn1_out_proj,184
audio-oo-oo-oo-oo,block2_layer1_self_attn1_out_proj,282
audio-oo-oo-oo-oo,block2_layer1_self_attn1_out_proj,188
audio-a-a,block2_layer1_conv_module1_in_proj,706
audio-a-a,block2_layer1_conv_module1_in_proj,164
audio-a-a,block2_layer1_conv_module1_in_proj,296
audio-a-a,block2_layer1_conv_module1_in_proj,461
audio-a-a,block2_layer1_conv_module1_in_proj,622
audio-a-a,block2_layer1_conv_module1_in_proj,753
audio-a-a,block2_layer1_conv_module1_in_proj,146
audio-a-a,block2_layer1_conv_module1_in_proj,630
audio-a-a,block2_layer1_conv_module1_in_proj,314
audio-ch-ch-ch,block2_layer1_conv_module1_in_proj,67
audio-ch-ch-ch,block2_layer1_conv_module1_in_proj,387
audio-ch-ch-ch,block2_layer1_conv_module1_in_proj,293
audio-ch-ch-ch,block2_layer1_conv_module1_in_proj,105
audio-ch-ch-ch,block2_layer1_conv_module1_in_proj,16
audio-ch-ch-ch,block2_layer1_conv_module1_in_proj,497
audio-ch-ch-ch,block2_layer1_conv_module1_in_proj,177
audio-ch-ch-ch,block2_layer1_conv_module1_in_proj,379
audio-ch-ch-ch,block2_layer1_conv_module1_in_proj,573
audio-oo-oo-oo-oo,block2_layer1_conv_module1_in_proj,153
audio-oo-oo-oo-oo,block2_layer1_conv_module1_in_proj,419
audio-oo-oo-oo-oo,block2_layer1_conv_module1_in_proj,167
audio-oo-oo-oo-oo,block2_layer1_conv_module1_in_proj,744
audio-oo-oo-oo-oo,block2_layer1_conv_module1_in_proj,172
audio-oo-oo-oo-oo,block2_layer1_conv_module1_in_proj,620
audio-oo-oo-oo-oo,block2_layer1_conv_module1_in_proj,341
audio-oo-oo-oo-oo,block2_layer1_conv_module1_in_proj,344
audio-oo-oo-oo-oo,block2_layer1_conv_module1_in_proj,441
audio-oo-oo-oo-oo,block2_layer1_conv_module1_in_proj,186
audio-a-a,block2_layer1_feed_forward2_in_proj,481
audio-a-a,block2_layer1_feed_forward2_in_proj,931
audio-a-a,block2_layer1_feed_forward2_in_proj,999
audio-a-a,block2_layer1_feed_forward2_in_proj,425
audio-a-a,block2_layer1_feed_forward2_in_proj,745
audio-a-a,block2_layer1_feed_forward2_in_proj,810
audio-a-a,block2_layer1_feed_forward2_in_proj,982
audio-a-a,block2_layer1_feed_forward2_in_proj,823
audio-a-a,block2_layer1_feed_forward2_in_proj,920
